模块,卡片ID,题目,正确答案,卡片类型,音频链接
模块 04,5fc1788b24af04a0d7961020,请播放音频 ，并提交您听到的 形容词 的 中文意思。,“远的” 或 “遥远的” 或 “远距离的” 或 “长的” 或 “远的” 或 “遥远的” 或 “远距离的” 或 “长的” 或 “远的、遥远的、远距离的、长的” 或 “宽的” 或 “宽大的” 或 “宽松的” 或 “宽的” 或 “宽大的” 或 “宽松的” 或 “宽的、宽大的、宽松的” 或 “广阔的” 或 “辽阔的” 或 “宽阔的” 或 “宽敞的” 或 “宽广的” 或 “广阔的” 或 “辽阔的” 或 “宽阔的” 或 “宽敞的” 或 “宽广的” 或 “广阔的、辽阔的、宽阔的、宽敞的、宽广的” 或 “大大地” 或 “大大地” 或 “……得多” 或 “……得多” 或 “（常用于比较级之前）……得多”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4110821_479609998.mp3
模块 04,5fc1912024af04a0d7961170,可分动词“zurückgeben”是什么意思？,“发还” 或 “送还” 或 “交还” 或 “归还” 或 “还” 或 “还给” 或 “返还” 或 “交回” 或 “还回” 或 “退回” 或 “退还” 或 “还回去” 或 “还回来” 或 “发还” 或 “送还” 或 “交还” 或 “归还” 或 “还” 或 “还给” 或 “返还” 或 “交回” 或 “还回” 或 “退回” 或 “退还” 或 “还回去” 或 “还回来” 或 “发还、送还、交还、归还、还、还给、返还、交回、还回、退回、退还、还回去、还回来” 或 “回答” 或 “回复” 或 “回答” 或 “回复” 或 “回答、回复” 或 “找还” 或 “找给” 或 “找还” 或 “找给” 或 “找还、找给”,,
模块 04,5fc190f924af04a0d796116f,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,“物” 或 “物品” 或 “东西” 或 “玩意” 或 “物” 或 “物品” 或 “东西” 或 “玩意” 或 “物、物品、东西、玩意” 或 “事情” 或 “事件” 或 “情况” 或 “问题” 或 “事情” 或 “事件” 或 “情况” 或 “问题” 或 “事情、事件、情况、问题” 或 “任务” 或 “职责” 或 “任务” 或 “职责” 或 “任务、职责” 或 “事业” 或 “事业”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4113766_64874779.mp3
模块 04,5fc1912124af04a0d7961172,请播放音频 ，并拼写出您听到的 动词 。,zurückgeben,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/hyeclgvthj4rpx0vuhtd.mp3
模块 04,5fc1912124af04a0d7961175,动词“zurückgeben”的现在完成时的助动词是什么？,haben,,
模块 04,5fc1912124af04a0d7961174,动词“zurückgeben”是可分动词吗？,是的,,
模块 04,5fc190f924af04a0d796116b,名词“die Sache”是什么意思？,“物” 或 “物品” 或 “东西” 或 “玩意” 或 “物” 或 “物品” 或 “东西” 或 “玩意” 或 “物、物品、东西、玩意” 或 “事情” 或 “事件” 或 “情况” 或 “问题” 或 “事情” 或 “事件” 或 “情况” 或 “问题” 或 “事情、事件、情况、问题” 或 “任务” 或 “职责” 或 “任务” 或 “职责” 或 “任务、职责” 或 “事业” 或 “事业”,,
模块 04,5fc190f924af04a0d796116c,请选择单词“Sache”的性,die,,
模块 04,5fc190f924af04a0d796116d,请拼写出名词“Sache”的复数形式。,Sachen,,
模块 04,5fc1912124af04a0d7961173,请播放音频 ，并提交您听到的 动词 的 中文意思。,“发还” 或 “送还” 或 “交还” 或 “归还” 或 “还” 或 “还给” 或 “返还” 或 “交回” 或 “还回” 或 “退回” 或 “退还” 或 “还回去” 或 “还回来” 或 “发还” 或 “送还” 或 “交还” 或 “归还” 或 “还” 或 “还给” 或 “返还” 或 “交回” 或 “还回” 或 “退回” 或 “退还” 或 “还回去” 或 “还回来” 或 “发还、送还、交还、归还、还、还给、返还、交回、还回、退回、退还、还回去、还回来” 或 “回答” 或 “回复” 或 “回答” 或 “回复” 或 “回答、回复” 或 “找还” 或 “找给” 或 “找还” 或 “找给” 或 “找还、找给”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/hyeclgvthj4rpx0vuhtd.mp3
模块 04,5fc190f924af04a0d796116e,请播放音频 ，并拼写出您听到的 阴性名词 。,Sache,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4113766_64874779.mp3
模块 04,5fc1916624af04a0d7961177,形容词“unbedingt”是什么意思？,“无条件的” 或 “无限制的” 或 “绝对的” 或 “一定的” 或 “肯定的” 或 “无条件的” 或 “无限制的” 或 “绝对的” 或 “一定的” 或 “肯定的” 或 “无条件的、无限制的、绝对的、一定的、肯定的” 或 “无论如何” 或 “不论如何” 或 “绝对” 或 “一定” 或 “务必” 或 “无论如何” 或 “不论如何” 或 “绝对” 或 “一定” 或 “务必” 或 “无论如何、不论如何、绝对、一定、务必”,,
模块 04,5fc1916624af04a0d7961179,请播放音频 ，并拼写出您听到的 形容词 。,unbedingt,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ymzqaddnuyzcamekcrza.mp3
模块 04,5fc1916624af04a0d796117a,请播放音频 ，并提交您听到的 形容词 的 中文意思。,“无条件的” 或 “无限制的” 或 “绝对的” 或 “一定的” 或 “肯定的” 或 “无条件的” 或 “无限制的” 或 “绝对的” 或 “一定的” 或 “肯定的” 或 “无条件的、无限制的、绝对的、一定的、肯定的” 或 “无论如何” 或 “不论如何” 或 “绝对” 或 “一定” 或 “务必” 或 “无论如何” 或 “不论如何” 或 “绝对” 或 “一定” 或 “务必” 或 “无论如何、不论如何、绝对、一定、务必”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ymzqaddnuyzcamekcrza.mp3
模块 04,5fc1918124af04a0d796117b,请选择单词“T-Shirt”的性,das,,
模块 04,5fc1918124af04a0d796117c,请拼写出名词“T-Shirt”的复数形式。,T-Shirts,,
模块 04,5fc191ab24af04a0d796117d,不可分动词“behalten”是什么意思？,“留下” 或 “留着” 或 “留住” 或 “保存” 或 “保留” 或 “留存” 或 “留下” 或 “留着” 或 “留住” 或 “保存” 或 “保留” 或 “留存” 或 “留下、留着、留住、保存、保留、留存” 或 “记住” 或 “记住” 或 “忍住” 或 “忍住” 或 “[罕]忍住（Träne眼泪）”,,
模块 04,5fc191ab24af04a0d7961180,请播放音频 ，并提交您听到的 动词 的 中文意思。,“留下” 或 “留着” 或 “留住” 或 “保存” 或 “保留” 或 “留存” 或 “留下” 或 “留着” 或 “留住” 或 “保存” 或 “保留” 或 “留存” 或 “留下、留着、留住、保存、保留、留存” 或 “记住” 或 “记住” 或 “忍住” 或 “忍住” 或 “[罕]忍住（Träne眼泪）”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4109041_370115603.mp3
模块 04,5fc191ab24af04a0d7961181,动词“behalten”的 过去分词（Partizip II） 是什么？,behalten,,
模块 04,5fc191ab24af04a0d7961182,"请填写动词""behalten""的 命令式 动词变位表",behalt 或 behalte,,
模块 04,5fc1914024af04a0d7961176,句子“Auf jeden Fall.”是什么意思？,“无论如何。” 或 “一定。” 或 “绝对。” 或 “没问题。” 或 “当然。” 或 “务必。” 或 “不论如何。” 或 “肯定。”,,
模块 04,5fc191ab24af04a0d7961183,动词“behalten”的现在完成时的助动词是什么？,haben,,
模块 04,5fc191ab24af04a0d7961184,请填写动词“behalten”的 一般现在时（Präsens） 动词变位表,behalte,,
模块 04,5fc191bb24af04a0d7961185,名词“die Jacke”是什么意思？,“外套” 或 “夹克” 或 “夹克衫” 或 “上衣” 或 “外衣” 或 “外套” 或 “夹克” 或 “夹克衫” 或 “上衣” 或 “外衣” 或 “外套、夹克、夹克衫、上衣、外衣”,,
模块 04,5fc191bb24af04a0d7961186,请选择单词“Jacke”的性,die,,
模块 04,5fc191bb24af04a0d7961187,请拼写出名词“Jacke”的复数形式。,Jacken,,
模块 04,5fc191bb24af04a0d7961188,阴性名词“外套、夹克、夹克衫、上衣、外衣”用德语怎么拼写？,Jacke,,
模块 04,5fc191bb24af04a0d7961189,请播放音频 ，并拼写出您听到的 阴性名词 。,Jacke,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4107382_138887642.mp3
模块 04,5fc191bb24af04a0d796118a,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,“外套” 或 “夹克” 或 “夹克衫” 或 “上衣” 或 “外衣” 或 “外套” 或 “夹克” 或 “夹克衫” 或 “上衣” 或 “外衣” 或 “外套、夹克、夹克衫、上衣、外衣”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4107382_138887642.mp3
模块 04,5fc1927e24af04a0d796118b,可分动词“einkaufen”是什么意思？,“采购” 或 “买东西” 或 “购买” 或 “买进” 或 “买入” 或 “购物” 或 “采买” 或 “购入” 或 “采购” 或 “买东西” 或 “购买” 或 “买进” 或 “买入” 或 “购物” 或 “采买” 或 “购入” 或 “采购、买东西、购买、买进、买入、购物、采买、购入” 或 “买进” 或 “雇佣” 或 “买进” 或 “雇佣” 或 “买进、雇佣” 或 “买进、雇佣（球员）”,,
模块 04,5fc1927e24af04a0d796118c,可分动词“采购、买东西、购买、买进、买入、购物、采买、购入”用德语怎么拼写？,einkaufen,,
模块 04,5fc1927e24af04a0d796118d,请播放音频 ，并拼写出您听到的 动词 。,einkaufen,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/qxv7bulwqx0elvypq5dx.mp3
模块 04,5fc1927e24af04a0d796118e,请播放音频 ，并提交您听到的 动词 的 中文意思。,“采购” 或 “买东西” 或 “购买” 或 “买进” 或 “买入” 或 “购物” 或 “采买” 或 “购入” 或 “采购” 或 “买东西” 或 “购买” 或 “买进” 或 “买入” 或 “购物” 或 “采买” 或 “购入” 或 “采购、买东西、购买、买进、买入、购物、采买、购入” 或 “买进” 或 “雇佣” 或 “买进” 或 “雇佣” 或 “买进、雇佣” 或 “买进、雇佣（球员）”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/qxv7bulwqx0elvypq5dx.mp3
模块 04,5fc1927e24af04a0d796118f,动词“einkaufen”的 过去分词（Partizip II） 是什么？,eingekauft,,
模块 04,5fc1927e24af04a0d7961190,动词“einkaufen”是可分动词吗？,是的,,
模块 04,5fc1927e24af04a0d7961191,"请填写动词""einkaufen""的 命令式 动词变位表",kauf ein 或 kaufe ein,,
模块 04,5fc1927e24af04a0d7961192,动词“einkaufen”的现在完成时的助动词是什么？,haben,,
模块 04,5fc1927e24af04a0d7961193,请填写动词“einkaufen”的 一般现在时（Präsens） 动词变位表,kaufe ein,,
模块 04,5fc1929124af04a0d7961194,名词“die Sonnencreme”是什么意思？,“防晒霜” 或 “防晒霜”,,
模块 04,5fc1929124af04a0d7961195,请选择单词“Sonnencreme”的性,die,,
模块 04,5fc1929224af04a0d7961196,阴性名词“防晒霜”用德语怎么拼写？,Sonnencreme,,
模块 04,5fc1929224af04a0d7961197,请播放音频 ，并拼写出您听到的 阴性名词 。,Sonnencreme,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/n7th5ev3bu4i7glbdb0c.mp3
模块 04,5fc1929224af04a0d7961198,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,“防晒霜” 或 “防晒霜”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/n7th5ev3bu4i7glbdb0c.mp3
模块 04,5fc192ae24af04a0d7961199,名词“der Supermarkt”是什么意思？,“超市” 或 “超级市场” 或 “自选商场” 或 “超市” 或 “超级市场” 或 “自选商场” 或 “超市、超级市场、自选商场”,,
模块 04,5fc192ae24af04a0d796119a,请选择单词“Supermarkt”的性,der,,
模块 04,5fc192ae24af04a0d796119b,请拼写出名词“Supermarkt”的复数形式。,Supermärkte,,
模块 04,5fc192ae24af04a0d796119c,阳性名词“超市、超级市场、自选商场”用德语怎么拼写？,Supermarkt,,
模块 04,5fc192ae24af04a0d796119d,请播放音频 ，并拼写出您听到的 阳性名词 。,Supermarkt,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4115649_169400026.mp3
模块 04,5fc192ae24af04a0d796119e,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,“超市” 或 “超级市场” 或 “自选商场” 或 “超市” 或 “超级市场” 或 “自选商场” 或 “超市、超级市场、自选商场”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4115649_169400026.mp3
模块 04,5fc192e424af04a0d796119f,可分动词“mitbringen”是什么意思？,“带上” 或 “带着” 或 “带来” 或 “领来” 或 “捎来” 或 “捎带” 或 “携带” 或 “一起带着” 或 “一起带来” 或 “一起拿来” 或 “一起带上” 或 “带上” 或 “带着” 或 “带来” 或 “领来” 或 “捎来” 或 “捎带” 或 “携带” 或 “一起带着” 或 “一起带来” 或 “一起拿来” 或 “一起带上” 或 “带上、带着、带来、领来、捎来、捎带、携带、一起带着、一起带来、一起拿来、一起带上” 或 “送来” 或 “带给” 或 “送来” 或 “带给” 或 “送来、带给” 或 “具有” 或 “具备” 或 “具有” 或 “具备” 或 “具有、具备”,,
模块 04,5fc192e424af04a0d79611a0,请播放音频 ，并拼写出您听到的 动词 。,mitbringen,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4520720_69539455.mp3
模块 04,5fc192e424af04a0d79611a1,请播放音频 ，并提交您听到的 动词 的 中文意思。,“带上” 或 “带着” 或 “带来” 或 “领来” 或 “捎来” 或 “捎带” 或 “携带” 或 “一起带着” 或 “一起带来” 或 “一起拿来” 或 “一起带上” 或 “带上” 或 “带着” 或 “带来” 或 “领来” 或 “捎来” 或 “捎带” 或 “携带” 或 “一起带着” 或 “一起带来” 或 “一起拿来” 或 “一起带上” 或 “带上、带着、带来、领来、捎来、捎带、携带、一起带着、一起带来、一起拿来、一起带上” 或 “送来” 或 “带给” 或 “送来” 或 “带给” 或 “送来、带给” 或 “具有” 或 “具备” 或 “具有” 或 “具备” 或 “具有、具备”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4520720_69539455.mp3
模块 04,5fc192e424af04a0d79611a2,"请填写动词""mitbringen""的 命令式 动词变位表",bring mit 或 bringe mit,,
模块 04,5fc192f824af04a0d79611a3,名词“das Notizbuch”是什么意思？,“笔记本” 或 “记事本” 或 “笔记本” 或 “记事本” 或 “笔记本、记事本”,,
模块 04,5fc192f824af04a0d79611a4,请选择单词“Notizbuch”的性,das,,
模块 04,5fc192f824af04a0d79611a5,请拼写出名词“Notizbuch”的复数形式。,Notizbücher,,
